平均	11132
的話	11124
名稱	11124
形勢	11118
司令	11104
類似	11072
目的	11070
高興	11048
萬噸	11046
狀況	11042
百度	11035
狐沖	11024
公佈	11006
每年	10995
之中	10966
始終	10966
進步	10962
會兒	10936
集中	10925
來源	10874
從此	10860
貴族	10848
實力	10842
規律	10840
全體	10836
紅色	10824
培訓	10810
優秀	10808
條約	10796
體現	10788
皇上	10778
十一	10767
大量	10767
審判	10750
數字	10746
今日	10739
輕輕	10728
注意	10721
有限	10720
相應	10714
觀點	10712
條例	10708
協議	10706
朋友	10702
闖王	10676
只要	10675
關注	10672
不錯	10668
黃石	10666
小學	10662
出去	10655
親自	10648
本主	10632
多年	10629
江夏	10621
聽到	10618
多少	10609
接受	10600
南部	10573
破壞	10570
黃金	10562
經理	10558
經歷	10550
熱帶	10532
交部	10515
廣大	10512
進去	10506
路線	10502
人家	10491
審議	10486
歡迎	10456
志願	10454
西北	10439
紛紛	10434
馬克	10412
姑娘	10406
地理	10395
保持	10394
一天	10393
一年	10368
推進	10364
而是	10327
習慣	10326
員長	10318
距離	10298
在於	10294
奴隸	10270
心理	10241
另外	10239
強烈	10236
態度	10226
根本	10200
證券	10196
高速	10188
手機	10184
是否	10163
三十	10160
航空	10160
內外	10150
閱讀	10144
今年	10130
十五	10123
治縣	10122
容易	10110
四個	10092
導人	10078
程度	10072
一位	10069
物館	10054
顯然	10030
撤銷	10028
雙手	10018
功能	10016
物件	10013
通訊	9994
香港	9950
預算	9950
設施	9950
種類	9928
幾年	9914
羅馬	9886
大利	9860
此外	9844
中山	9843
創新	9836
青年	9831
大聲	9830
民法	9814
小平	9805
眾多	9790
如今	9786
寡頭	9786
顯得	9782
緊張	9778
鄧小	9766
推動	9764
製作	9760
天下	9757
清楚	9752
擔心	9742
兩側	9726
營養	9724
華社	9722
列為	9718
網站	9714
醫學	9696
神經	9684
勢力	9684
臨時	9678
持續	9670
縣級	9666
媽媽	9644
各項	9632
家庭	9622
協會	9618
認真	9618
感到	9600
錄取	9596
作品	9588
滿足	9576
公頃	9574
記載	9574
嚴格	9558
似乎	9544
真正	9543
東方	9508
教學	9508
老闆	9506
生態	9496
礦產	9492
察長	9476
正式	9476
和平	9470
造成	9456
全面	9432
隨後	9430
相同	9426
同志	9401
著名	9393
生於	9390
以前	9376
團結	9374
遊客	9374
迅速	9352
黃岡	9344
來看	9342
危機	9336
大戰	9320
居正	9319
正是	9310
出版	9307
失敗	9304
自動	9274
人才	9273
年間	9262
針對	9254
首先	9250
永樂	9200
特色	9192
張居	9186
剛剛	9184
小龍	9180
購買	9172
手裡	9172
徹底	9170
諮詢	9168
開啟	9158
上來	9138
永遠	9132
重慶	9054
那時	9032
變得	9028
從來	9024
十二	9022
聽見	9014
同學	9010
然而	9010
尚書	9006
集體	8992
畢竟	8990
一部	8989
速度	8984
幾天	8973
一句	8964
合國	8956
門口	8952
判斷	8948
美軍	8942
其餘	8938
象徵	8938
劃分	8928
文明	8918
公室	8905
充滿	8900
江蘇	8894
國政	8888
規範	8886
北部	8869
僅僅	8854
英語	8852
打擊	8840
回答	8840
出會	8834
之前	8831
平民	8831
增強	8826
一方	8824
更加	8824
西南	8811
幾十	8808
溫度	8806
英雄	8802
這件	8798
村委	8785
方針	8782
醫生	8776
主動	8758
那種	8754
釐米	8748
移動	8746
率領	8746
大道	8740
國外	8738
原種	8722
克思	8719
當下	8716
別的	8708
重新	8705
利於	8695
地質	8686
示範	8684
有利	8680
素質	8672
利益	8667
議會	8666
古代	8658
爆發	8648
後面	8646
不少	8629
三峽	8626
方向	8615
出發	8610
財富	8608
學者	8606
民間	8590
機制	8572
危險	8562
此後	8552
承認	8546
一帶	8536
搖頭	8536
陝西	8526
仍然	8526
改為	8522
麼樣	8516
附近	8499
具備	8460
系列	8452
中共	8448
措施	8439
否則	8424
觀念	8418
協調	8418
現場	8416
物理	8415
人士	8411
威脅	8408
若干	8408
有點	8404
風險	8396
隨即	8388
希臘	8386
很大	8376
剩餘	8368
太監	8362
總產	8362
二人	8361
承擔	8358
偉大	8354
董事	8345
女人	8344
尼亞	8330
貸款	8330
治者	8325
筆架	8322
普通	8321
論壇	8318
職務	8312
電腦	8306
答應	8306
空氣	8304
觀察	8300
王國	8286
閉會	8286
交換	8280
運用	8278
傳播	8274
民經	8274
師範	8266
醫藥	8264
發育	8244
宜昌	8228
命令	8218
作出	8205
興趣	8200
寶玉	8200
面臨	8192
江漢	8190
通常	8173
第四	8170
門外	8170
對手	8162
是從	8156
武當	8155
完善	8151
不了	8139
藥物	8132
爭取	8126
有效	8112
動機	8108
多個	8102
天然	8102
大規	8088
萬平	8086
巨大	8085
客戶	8084
近年	8068
保險	8066
金融	8066
醫療	8064
儲存	8064
無人	8046
大部	8043
轉移	8036
情緒	8034
年齡	8020
二次	8007
兩次	8000
遊行	8000
整體	7998
努力	7996
學術	7990
工廠	7974
滿意	7962
一片	7960
位置	7957
一口	7953
尋找	7950
估計	7944
安排	7941
武功	7940
生命	7929
各地	7925
華中	7920
並非	7914
面前	7908
意思	7901
省長	7890
兩年	7888
發行	7878
纖維	7866
指出	7862
費用	7860
推薦	7860
選人	7854
事件	7853
本行	7818
民解	7818
一頁	7812
個個	7794
遊戲	7785
除了	7785
十八	7781
十幾	7780
教授	7773
雲南	7766
央軍	7764
規則	7760
南北	7760
秘密	7756
十三	7753
依據	7750
校長	7740
候選	7734
大約	7732
演習	7730
潛艇	7728
國有	7726
維持	7722
文藝	7712
強大	7712
夏區	7710
回頭	7708
厲害	7700
極大	7698
風格	7692
特殊	7689
員工	7682
宮廷	7674
及時	7672
年來	7666
當山	7662
忽然	7651
以下	7647
百姓	7644
執政	7640
往往	7639
萬公	7634
市區	7618
找到	7613
接著	7613
全會	7612
適合	7612
標誌	7598
太廟	7596
區別	7594
陸軍	7586
景區	7578
這兒	7568
動員	7562
一面	7558
崇禎	7554
西亞	7553
三年	7534
因素	7531
某些	7521
幾句	7504
其它	7501
宣告	7499
西方	7495
自成	7491
責人	7490
韓國	7480
旁邊	7460
轉化	7452
進口	7452
工藝	7450
居民	7449
比如	7435
平臺	7428
記錄	7424
升級	7418
不足	7416
銀子	7408
戰士	7404
荊門	7404
獨特	7388
資格	7384
高人	7375
男人	7372
各類	7364
主持	7362
兩位	7360
股權	7352
遠遠	7346
隨州	7346
陽光	7338
可見	7334
業生	7334
輻射	7330
李鴻	7328
保障	7322
一家	7316
佔領	7316
京市	7315
十四	7312
高新	7312
華北	7312
充分	7312
大門	7312
作物	7310
種植	7310
老爺	7304
方公	7299
戰場	7296
交易	7292
學科	7288
考生	7283
紅軍	7276
事會	7274
手段	7269
損失	7268
衛星	7268
五年	7265
神農	7256
時刻	7252
手術	7244
方千	7242
拒絕	7240
真是	7239
文章	7238
不住	7228
黃河	7224
之下	7216
心想	7215
改進	7212
數十	7206
人馬	7194
放在	7185
全市	7182
流通	7180
方案	7157
食品	7153
辦事	7152
十餘	7148
舉辦	7144
尤其	7138
蛋白	7134
新技	7133
軍警	7120
力學	7116
廢除	7114
平時	7112
漸漸	7110
美術	7102
接觸	7100
分類	7094
轉變	7086
參考	7076
治州	7070
簡稱	7068
審查	7062
華民	7040
廣告	7040
真實	7038
評價	7036
學會	7034
表決	7023
祖國	7020
到底	7011
口氣	7010
備案	7002
儀式	6998
便是	6982
大型	6981
相互	6977
季節	6968
補充	6964
去年	6958
戰役	6956
事委	6954
立即	6952
不變	6948
動作	6943
臉色	6940
立方	6937
累計	6936
電力	6920
公眾	6910
立場	6904
綠色	6902
批評	6888
黨中	6886
給予	6884
有機	6880
採訪	6874
訪問	6868
地下	6868
有所	6860
日軍	6860
邀請	6860
投入	6846
森林	6842
隊員	6842
必要	6840
到處	6840
全球	6839
冠軍	6836
異常	6832
總結	6814
相信	6810
億美	6808
優良	6804
傳說	6798
毫無	6792
毫米	6791
看著	6784
河南	6776
人體	6762
大臣	6758
家級	6756
留下	6756
數民	6742
某種	6740
不好	6738
聯盟	6734
手中	6733
說法	6732
決策	6722
族鄉	6720
十堰	6718
一座	6707
長老	6706
眼見	6706
種種	6706
關心	6704
少年	6694
建國	6684
千萬	6676
反映	6674
擴充	6672
國王	6666
年紀	6664
風味	6662
太太	6660
一件	6657
一體	6652
影片	6651
所說	6650
股份	6647
回去	6641
竟然	6640
供應	6630
總額	6624
每天	6621
繼承	6618
護區	6618
談判	6618
坐在	6616
地圖	6608
申請	6602
小組	6594
總人	6590
極為	6580
不再	6578
伊斯	6577
大小	6562
簽訂	6562
緊急	6560
低聲	6554
之外	6551
限公	6548
等於	6546
固定	6545
允許	6542
過渡	6534
點亮	6532
城區	6530
轉身	6530
上級	6528
流動	6526
個別	6524
太平	6516
兩者	6510
形態	6510
真的	6496
義務	6494
歐陽	6484
趕快	6484
即使	6483
抗戰	6482
天津	6481
大師	6478
太后	6476
動態	6466
議案	6462
職能	6460
名勝	6458
裝甲	6454
高度	6431
故事	6429
正常	6426
健康	6425
侵略	6421
改稱	6420
適用	6416
交給	6414
動手	6414
濟學	6410
圖書	6402
萬畝	6400
禮部	6400
公安	6390
因而	6377
堅決	6372
有權	6368
放棄	6368
設有	6364
正義	6358
選民	6358
界大	6357
頭髮	6348
宗教	6345
看看	6337
業部	6334
費者	6334
聯邦	6332
命運	6328
加工	6326
東湖	6324
迴圈	6324
白玉	6322
頭上	6316
登時	6306
點點	6302
地面	6302
老人	6298
家長	6298
建成	6294
這場	6286
藥品	6282
只能	6266
十萬	6262
到達	6262
發明	6262
父母	6259
肯定	6255
當即	6252
彷彿	6248
顏色	6248
吃飯	6244
黃色	6242
特產	6242
十六	6240
趨勢	6240
防禦	6239
例如	6238
前進	6236
省內	6236
這般	6230
門市	6226
比例	6223
客觀	6222
學士	6218
身子	6216
說不	6202
前後	6198
立法	6194
一中	6190
弟子	6188
恩來	6188
令人	6180
女子	6173
雷達	6172
網頁	6166
內閣	6162
首市	6162
日子	6156
美麗	6154
仔細	6146
軍閥	6146
再說	6142
矛盾	6142
回到	6139
結婚	6138
一類	6134
周恩	6134
良好	6132
據地	6120
一層	6118
函式	6108
今後	6108
反覆	6106
表達	6100
榮譽	6098
地勢	6096
四十	6082
特區	6080
用來	6080
遺產	6078
等等	6078
作者	6067
讀書	6056
業化	6054
訊號	6054
高等	6048
演員	6044
縣市	6024
教練	6020
皮膚	6020
魚類	6018
分配	6011
午門	6000
聽取	5998
西部	5993
不見	5990
斯蘭	5988
衙門	5982
戰術	5976
將領	5970
熱情	5962
門前	5962
構造	5954
文字	5953
一項	5950
順利	5944
大軍	5944
後者	5944
所在	5941
合併	5938
民幣	5936
無數	5928
編制	5921
積累	5920
河流	5919
準確	5918
觀眾	5916
隊長	5916
工具	5914
日報	5908
戰國	5904
週期	5899
荷蘭	5898
一眼	5897
騎兵	5896
貫徹	5894
民檢	5892
湖南	5891
反動	5888
軍人	5886
兩岸	5886
首頁	5886
當選	5884
最為	5884
製成	5874
稱號	5872
立刻	5871
俄國	5868
黨員	5862
更為	5862
前來	5858
不在	5856
次世	5855
主體	5852
半島	5844
流域	5840
之際	5832
道路	5827
同一	5815
長沙	5814
群島	5810
多麼	5804
養殖	5802
家族	5801
需求	5793
激動	5784
好像	5782
晚上	5781
百萬	5780
地帶	5780
據說	5780
原子	5775
至少	5775
銀魚	5772
航線	5770
思主	5770
挑戰	5768
火車	5764
然保	5764
氧化	5762
不久	5757
萬多	5754
不論	5754
決心	5752
興奮	5746
鋼鐵	5736
組合	5732
一致	5731
山脈	5720
審計	5720
既然	5713
授權	5710
測量	5704
江南	5703
推廣	5702
暫時	5700
理解	5699
交流	5695
離子	5680
常見	5680
氣溫	5678
招生	5675
第十	5675
課程	5664
到來	5664
衝突	5660
師傅	5656
是不	5655
政黨	5654
作業	5650
將來	5646
多次	5645
普遍	5644
協定	5642
途徑	5638
聰明	5636
東京	5634
無不	5630
介石	5630
詩人	5626
偵察	5624
蔣介	5624
出於	5622
只有	5622
不管	5618
落後	5616
李自	5616
腳步	5614
轄區	5614
指標	5612
加上	5611
校園	5610
阿爾	5608
次數	5608
上去	5605
阿拉	5601
主題	5586
沒想	5578
調節	5574
何況	5572
天氣	5568
京大	5563
行使	5552
一批	5550
一齊	5550
萬歲	5546
個體	5546
八年	5545
陳家	5544
縣長	5540
國隊	5538
預計	5536
地處	5532
顯著	5532
讀者	5524
氣體	5524
核心	5521
領袖	5514
學位	5508
夫婦	5506
實上	5504
對付	5500
套件	5493
球隊	5492
坦克	5492
餘價	5488
走進	5484
投訴	5482
一屆	5476
袁世	5476
任期	5473
大哥	5472
最佳	5470
報紙	5468
林區	5466
只好	5466
協商	5460
測試	5460
城鎮	5458
世凱	5458
不定	5454
本身	5450
一把	5446
深入	5446
漁業	5446
充套	5444
一旦	5441
雜誌	5434
儲量	5426
不許	5422
戰線	5420
石油	5416
點兒	5412
族自	5412
國會	5410
戲劇	5408
女性	5406
後期	5406
漢白	5404
簡介	5402
掌握	5401
企圖	5400
中全	5398
同意	5398
軍區	5396
名字	5389
大明	5387
無疑	5386
防部	5379
工商	5374
現有	5370
光緒	5367
海拔	5360
這話	5360
突出	5359
院校	5358
總面	5358
最近	5355
戰勝	5352
圖案	5340
愛情	5340
不夠	5336
維埃	5330
外貿	5326
表面	5326
洛陽	5322
中部	5320
一名	5317
修改	5305
再次	5305
王朝	5305
地球	5299
農架	5298
面試	5296
海洋	5295
十七	5294
覆蓋	5294
更是	5293
即將	5292
大代	5290
眼淚	5290
公斤	5286
高原	5286
上述	5285
場所	5280
古蹟	5280
元前	5279
收費	5274
幾次	5274
漢陽	5272
委託	5272
蘇維	5270
氣氛	5268
限制	5258
本家	5257
評論	5252
義軍	5250
國國	5248
朝廷	5245
兩天	5242
邏輯	5242
進士	5242
總體	5242
鴻章	5240
理工	5236
兩隻	5234
常常	5234
絲毫	5230
佔有	5210
網上	5210
程序	5208
表明	5207
趕緊	5206
不及	5204
隨時	5200
溝通	5198
不讓	5196
講話	5188
四川	5182
犧牲	5180
與其	5178
詳細	5178
生氣	5176
不肯	5169
事項	5168
懷疑	5168
華門	5164
第五	5160
一對	5158
南亞	5158
大氣	5158
昌區	5152
遇到	5149
聯軍	5148
當前	5148
文物	5146
吳三	5146
自主	5145
總數	5142
快樂	5142
障礙	5138
足夠	5138
碼頭	5136
比亞	5136
登記	5136
基金	5133
優質	5132
平等	5130
想起	5130
衣服	5130
效果	5126
共中	5122
症狀	5122
義大	5120
胖子	5120
形象	5119
指數	5118
十個	5116
總督	5116
效應	5114
記得	5108
任免	5106
高中	5100
義和	5098
三桂	5092
頒佈	5092
開國	5090
發起	5082
無產	5078
行者	5073
早已	5073
擴張	5070
輩子	5066
招聘	5064
主人	5063
結論	5058
中小	5056
正在	5056
青島	5052
不由	5050
鬥機	5050
前面	5049
乾淨	5038
臨床	5036
房間	5034
而言	5033
很快	5033
廣播	5032
總量	5026
北平	5023
賣國	5018
一百	5012
成果	5010
目錄	5008
選手	5006
決賽	5004
地上	5001
公共	5000
之內	4998
斯坦	4988
輸出	4988
絕大	4984
軌道	4982
上面	4979
職位	4974
景點	4974
安裝	4970
順治	4970
任職	4968
說完	4968
倫敦	4964
司馬	4958
年底	4956
物體	4954
十多	4953
殺人	4952
自從	4952
頻率	4950
之類	4950
果然	4950
下降	4948
正門	4946
主權	4936
高峰	4934
馬上	4934
人生	4931
談話	4926
老頭	4924
專題	4922
江澤	4920
倘若	4919
相繼	4916
合理	4913
民國	4912
和團	4910
加入	4909
變革	4908
南省	4906
殖民	4906
確立	4906
好處	4902
五十	4900
封閉	4898
空中	4898
總部	4896
澤民	4896
神秘	4894
正陽	4886
分離	4884
半個	4884
外資	4884
只是	4881
初級	4880
逐步	4880
驗室	4878
投票	4874
所屬	4874
傾向	4872
熱鬧	4872
一門	4870
將士	4870
國中	4866
四大	4864
靈魂	4864
合適	4864
鎮壓	4862
小姐	4860
思維	4858
當真	4858
治權	4858
營業	4856
參謀	4854
大大	4852
地點	4850
腐敗	4850
